Gene	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5	Ctrl6	Ctrl7	Ctrl8	Ctrl9	Ctrl10	Ctrl11	Ctrl12	Ctrl13	Ctrl14	Ctrl15	Ctrl16	Ctrl17	Ctrl18	Ctrl19	Ctrl20	Ctrl21	Ctrl22	Ctrl23	Ctrl24	Ctrl25	Ctrl26	Ctrl27	A01	A02	Lag10	Lag12	Lag14	Lag21	Lag28	Lag30	Lag32	Lag35	Lag40	Lag43	Lag63	Lag65	Lag66	Lag69	Lag71	Lag72	Lag75	Lag78	Lag79	Lag81	Lag84	Lag85	Lag87	Lag89	Lag91
AMPN	11.6303	8.90689	6.78136	7.29462	7.47573	7.40898	7.22882	4.6935	6.56072	8.90989	11.5216	8.99152	9.63118	8.03892	8.0607	9.86419	7.53138	9.04985	8.54689	9.90238	11.4868	8.00562	8.73809	7.57404	8.67243	6.94251	9.85798	11.0701	10.5411	10.3554	9.63662	12.6573	10.0224	9.54882	11.5887	6.57867	4.82725	8.01123	10.1421	6.08098	13.5387	12.7997	9.44708	8.05528	10.1293	9.91886	10.2877	8.36194	11.4615	7.71425	10.4409	8.96	8.78136	7.26262
ILEU	13.043	10.7649	12.2963	10.5793	7.6865	13.2333	11.1923	10.973	10.6883	13.6883	11.8416	12.7711	14.3443	13.2527	13.9106	12.6165	12.0396	12.9403	12.8553	14.3853	14.1517	10.7895	11.4767	13.203	7.42626	11.2527	12.1923	14.4186	13.7099	13.3987	14.1596	13.8138	13.5746	10.8688	13.8533	13.2877	11.446	12.4615	14.2877	10.7482	12.4993	16.5951	10.1799	12.1066	14.9339	15.3819	15.2213	12.1954	15.0276	10.3443	14.7783	10.8688	11.9801	11.6348
CFAB	12.6991	10.8842	10.5603	12.5483	5.34174	12.7078	14.0617	11.7649	11.744	13.7936	11.8455	13.92	15.5477	10.2644	13.8918	15.8751	12.8784	11.1163	10.8994	13.0583	12.9586	12.158	9.86264	12.412	7.34873	9.49185	10.2527	12.9163	11.2819	13.0258	13.2393	15.0447	14.7153	11.8416	15.2475	11.5699	11.888	12.2906	13.3853	10.4615	11.5934	15.1196	12.0634	12.3498	13.4767	14.1674	14.1033	12.5507	14.8088	11.7013	12.8118	11.5793	12.2107	12.2015
ABC3A	7.13012	9.02791	7.61471	9.09276	5.16681	8.8392	6.89482	8.18488	8.08215	10.1163	7.69349	8.46761	8.88874	10.0634	9.16992	8.37938	9.57743	9.59246	7	8.95128	10.4919	8.41363	9.72281	8.96	8.94837	6.58346	8.93664	11.4512	12.0566	8.29921	8.98014	10.8455	10.1163	8.25739	10.2408	9.96578	7.20945	8.46761	9.63118	10.2877	9.90238	12.4357	6.48473	8.06609	10.2877	10.5603	11.7649	8.3443	11.6618	8.91886	9.48784	6.52982	6.93074	9.87191
ICAL	11.0014	8.83605	9.50581	10.388	10.5216	8.11374	7.68106	9.47573	9.64024	10.5314	9.18239	6.50938	10.0901	10.5216	10.1674	7.3837	9.31288	9.25739	9.28309	10.5793	9.46964	8.02791	10.3443	5.91447	10.5118	8.36632	9.86882	9.13955	9.53722	8.52748	10.9069	9.31967	10.9218	8.75489	9.59059	11.0224	7.58496	10.9873	10.1421	9.93221	10.3332	12.8317	9.91737	9.55842	10.9944	12.0835	10.2167	11.7607	11.8337	9.85798	10.2527	10.2527	9.99435	10.6439
PDIA1	12.3387	11.1228	11.9801	10.4818	12.3826	11.6795	12.3304	11.1861	11.8376	11.2877	10.9586	12.4691	11.7649	12.2877	11.2408	9.8933	11.0014	10.6883	10.8376	10.9944	11.8842	11.0835	10.7731	11.0634	11.6662	11.5651	12.8376	12.697	12.7271	12.6004	12.3498	13.5142	11.6528	11.5699	12.6073	12.3359	11.7773	11.5887	13.3443	11.584	12.388	14.726	12.2288	12.0901	12.4818	13.1737	12.8994	12.0735	13.0718	11.9403	12.1517	11.933	11.8297	12.3799
CATS	5.65484	6.2406	8.24793	6.61176	5.07398	6.40894	8.45943	6.67243	7.40939	7.80735	5.34665	8.73132	8.49185	9.93811	9.54882	5.81097	8.0607	5.51908	10.0901	9.92184	6.9542	5.11894	6.65821	6.74147	8.70736	8.94837	8.45943	8.85487	7.7211	6.41954	10.2992	9.22882	10.2167	7.18982	7.97728	8.41363	5.09232	9.57365	8.75489	6.38709	8.74819	10.4409	8.03342	6.34873	9.84862	9.98014	8.5812	5.47911	10.2288	8.98014	7.46761	8.89482	8.13955	10.1674
K2C3	5.15555	5.8494	7.19967	7.94251	4.49478	7.52693	5.85289	6.93045	7.9542	8.64746	8.33539	7.70736	7.90064	6.07389	7.80735	6.05685	7.80735	6.57086	7.48382	8.23362	5.95278	4.70141	6.61802	6.10469	7.91289	5.38266	6.28116	9.07682	10.0901	6.78136	6.69541	10.1548	9.36194	8.05528	7.19967	6.86487	5.06554	7.81378	7.2854	4.58528	7.53138	9.27146	7.40938	7.90087	8.60733	7.61471	9.5812	9.18239	8.69349	5.41188	8.51964	6.15128	7.98868	7.40088
FUCO	10.2527	9.02791	8.30378	8.72451	9.56033	8.49985	9.41363	8.2384	8.94544	10.5981	9.4818	9.19967	10.4818	7.56986	9.73132	5.44715	7.56224	9.35535	9.62571	10.2288	10.3443	7.21917	9.46557	9.02514	9.79604	8.65821	9.48784	9.67243	10.5411	9.55842	10.3332	10.8218	11.0701	9.58308	10.0901	7.20945	9.43045	10.0768	9.27612	8.87037	9.98014	11.8611	10.9293	8.54689	9.81057	11.1611	9.37721	10.0362	11.4767	10.3332	9.70044	9.93517	10.0498	9.98014
MYH9	8.74147	9.42836	10.0084	9.05257	9.83447	10.0768	12.4147	9.39017	11.1548	10.9873	10.6165	13.0396	12.9801	10.8455	12.1196	11.6348	9.78627	9.83289	9.7364	10.3443	11.4717	9.47978	10.5314	10.0768	9.75322	9.09276	10.5018	12.388	13.0084	11.4868	11.5746	14.997	12.3498	10.1033	10.5603	9.70217	8.16992	11.3554	12.1892	9.91737	12.2527	14.8138	11.4564	10.8533	10.7142	12.3907	12.1737	9.90839	13.1309	10.4409	10.944	10.0634	10.7566	10.0901
CLH1	9.90388	11.0768	11.8337	11.4969	12.1923	12.8178	11.2228	13.4767	11.7895	12.0084	11.5555	13.8435	12.1	11.4767	12.279	11.6926	12.9476	10.9069	11.9031	12.2963	13.7936	12.6393	11.2992	11.7977	11.9908	11.8572	12.2527	13.8337	13.6325	13.7524	14.1357	14.0189	12.5555	12.5043	13.0379	12.3498	11.6528	12.7607	13.0396	11.6795	13.9012	14.2512	13.2761	12.3021	12.0224	12.8975	14.2288	12.6618	13.3304	12.4944	12.8198	11.1861	12.2615	12.7056
RS27A	11.2288	7.41785	9.55075	9.33539	5.68887	9.2503	9.86264	6.86282	8.77808	10.1293	9.58308	10.3663	10.697	8.73471	10.0084	10.6348	6.29344	9.66711	8.22882	9.85019	10.0901	5.565	8.15987	8.0607	7.88874	7.58496	9.49586	10.5887	10.9366	10.0224	10.1163	11.2586	10.8218	7.59991	9.24317	8.55459	6.82018	10.6883	10.4305	8.20945	9.76818	12.2906	8.65821	8.93664	10.1421	11.3106	10.7566	9.31967	11.3443	8.7039	10.3106	7.94251	8.55842	9.86419
CATD	12.8994	10.2408	11.6528	12.933	12.5216	14.3233	12.0396	14.3163	11.7607	13.3718	12.6551	11.9694	13.9926	12.5118	12.6528	12.7271	12.3078	13.0119	12.4919	12.7895	13.0327	14.0447	12.8861	12.4717	12.1389	12.3078	12.3247	13.9476	13.3581	12.7586	12.7377	12.9801	14.6096	15.2288	14.5922	14.3443	14.3512	13.3581	12.7377	12.6926	12.3304	16.0145	14.4512	12.3581	12.8178	14.2586	13.3987	12.577	14.9658	13.4893	12.8474	13.0901	11.8057	13.6096
ASAH1	10.5314	8.87344	9.07948	10.9513	9.10066	10.2992	10.0901	9.42206	8.0607	11.4564	9.07948	9.45738	11.4512	8.91588	10.5981	9.31967	8.42206	10.1421	10.1799	11.0634	10.4512	9.01959	9.92035	9.59246	9.20945	8.89178	9.68475	10.4818	10.6257	10.3219	11.2107	11.2467	12.4409	9.57743	11.2992	9.06609	9.15987	11.7056	10.9366	8.65105	10.0084	12.1389	9.98014	9.224	11.0835	12.3581	10.9144	11.0701	12.4589	9.52748	11.0835	9.20212	9.83763	10.6257
CREG1	8.22882	11.7056	10.4512	13.3163	10.5216	9.90238	9.61471	9.48583	10.7731	11.7482	9.60363	9.48583	12.3663	10.1548	11.0701	10.7142	9.49985	12.2408	12.0835	10.697	11.5459	10.0498	11.1548	9.92333	11.7313	9.56605	10.3554	10.6439	13.1437	11.5314	11.3718	13.7834	11.8138	9.46148	12.2674	9.51964	7.53477	12.4538	10.0084	11.1548	11.6073	12.9144	11.8218	9.75154	12.3718	11.6439	10.8138	12.6348	13.9293	11.8297	12.92	10.4919	12.4252	10.8455
NGAL	14.4054	14.0868	13.8918	15.3887	13.5627	14.6211	15.3163	15.0785	14.4448	15.6439	14.5447	15.464	15.7885	14.0951	15.5356	15.9036	15.7287	15.2877	15.3304	16.0211	15.5049	15.1791	15.435	14.8965	14.4448	14.0189	15.0319	15.906	15.2949	16.0189	15.6269	17.1053	16.8727	14.863	17.1257	14.9106	14.7153	16.0211	15.7126	15.2137	15.2586	16.734	15.846	15.2841	16.1984	15.5834	16.624	16.0764	16.9316	15.4799	16.4752	14.7885	15.2099	15.2288
PDIA3	9.8933	10.1923	10.697	11.0835	10.7142	10.4305	11.2586	9.47371	10.2167	9.98014	11.1163	11.4409	11.2228	11.697	11.2935	8.73471	9.60548	12.2318	9.22641	10.4512	10.4818	10.1923	9.35975	9.80574	10.697	10.5216	11.5018	11.0498	12.1163	10.8138	11.3718	12.2615	11.3332	8.93958	11.8842	11.1421	10.5603	12.5555	12.4486	10.0634	10.3106	13.8037	10.4615	10.2644	11.5887	12.2527	12.5387	11.1357	12.3799	10.5793	12.5018	10.9873	10.7056	9.69
HV209	6.7603	7.80735	7.8392	9.08215	8.00562	6.31656	5.4827	5.2459	8.46761	9.43045	7.71425	8	9.21917	8.90689	9.60177	6.93074	7.07884	9.61839	8.47167	5.93572	8.53528	7.81378	6.05221	6.26274	5.67431	8.69697	8.44294	8.13955	9.38586	6.08937	6.14592	8.27146	10.9513	6.01736	8.16992	5.76365	5.93841	9.74483	6.34296	7.97154	9.04166	10.388	9.61287	6.83599	9.78953	9.39232	8.69349	10.6883	10.7482	9.01681	9.32193	8.90689	9.70044	8.40088
ACTG	13.0396	11.0835	13.1212	12.6684	11.6751	13.6551	14.7731	13.1737	13.0634	14.6773	13.5018	15.0785	15.7445	13.7419	15.2512	15.2659	12.4278	13.2482	13.2228	14.0447	14.5627	11.3443	12.1453	12.2674	11.8017	11.7056	13.7099	14.6991	15.0909	14.412	15.0102	16.4186	15.5111	12.0464	13.7313	13.2015	11.5887	14.8435	14.5805	11.4919	14.7153	17.1257	14.3443	12.1453	14.5204	15.8213	14.9703	13.4767	15.9815	12.2819	14.5204	12.1984	13.279	13.5507
GNPTG	7.94251	8.87958	6.55318	7.13955	8.13955	9.30378	5.14944	9.31515	8.35755	7.07674	9.56986	6.93074	6.82243	6.80735	8.39232	5.03075	8.12928	4.9672	8.39232	7.65821	8.57365	8.84549	7.59246	8.49985	6.72792	7.98299	8.98868	8.70736	8.12412	8.75154	8.73471	8.08746	8.83289	8.36632	8.35315	4.70048	8.7879	8.51964	8	8.47978	9.10591	7.24793	9.47776	9.96578	9.36194	8.53138	7.84549	9.51767	9.00843	8.94837	8.41363	6.97728	8.87037	9.45121
GRP78	9.89178	10.1674	10.7482	10.9069	11.0084	11.1421	11.697	10.8533	10.6883	10.9366	10.8994	11.5603	10.5018	10.5411	11.7228	10.4919	10.7313	10.0634	9.99435	10.0084	10.5314	11.0154	10.8765	10.6073	10.3772	10.9586	11.3106	11.6027	11.7271	11.2644	11.3387	11.6393	12.183	10.7814	11.6027	10.9218	11.6073	11.1548	11.8057	10.6348	10.5018	13.5387	11.4041	11.6211	11.6883	12.4589	12.0396	12.0119	12.1357	11.1548	12.3049	10.8533	11.0084	10.4512
AL9A1	9.33762	8.0607	7.7211	8.36632	6.40677	5.59212	7.76155	6.71425	7.11894	9.60363	7.77479	7.97728	10.4512	5.87648	10.7566	6.24092	8.11374	9.28309	8.18982	7.53916	9.16992	7.56224	7.80735	5.93515	8.55842	6.60606	9.36413	7.87652	8.93664	7.83289	7.88874	8.9571	10.0224	9.77479	8.05528	6.91683	8.47573	9.21675	8.11374	8.20945	9.36632	11.6439	8.78463	7.30378	9.46352	9.83131	9.19229	8.18982	10.0634	5.22853	9.06878	9.224	8.633	8.27146
RBM14	9.15987	10.3332	11.2046	11.1228	9.98014	9.17243	8.93369	8.27146	10.2167	10.4818	9.02791	9.69349	10.5793	9.68475	9.7879	7.49985	9.18982	10.0768	10.5018	9.50779	10.0362	9.10066	10.9218	10.0634	11.7356	9.80574	10.3772	9.4818	11.043	9.71939	9.68299	11.1799	8.9629	9.62205	10.5314	10.2527	9.03617	10.7731	10.2408	10.973	11.6027	10.8218	10.1033	10.4512	10.7482	10.4717	10.4512	11.4666	11.4969	11.8765	11.6165	10.4818	11.9586	11.4767
KV309	13.5018	12.8078	11.4512	13.7834	11.9256	10.8218	10.5216	8.86728	12.1984	13.5746	11.6707	10.9218	14.0014	13.2378	13.9837	10.5314	11.5167	13.3581	12.2992	12.2288	12.1033	12.3745	11.8455	10.7482	11.2288	11.1485	11.5314	11.3332	13.2258	12.4767	12.9476	13.6096	14.6551	10.7731	13.0498	11.8178	8.61471	13.3021	11.4409	11.1984	11.5411	14.0532	13.2497	11.2819	13.9293	14.2288	13.1437	14.6211	13.7628	12.2467	13.8337	13.4252	13.7936	12.2408
WFDC2	7.01134	10.8842	10.9144	11.6707	10.4615	11.1799	11.6662	11.2527	11.6027	11.6926	11.8803	11.3608	10.8533	11.1163	11.9293	11.0154	11.8258	11.8572	12.1131	12.2167	12.1325	12.0224	11.744	12.2761	10.6439	10.8918	12.2674	12.9979	12.1984	12.412	10.388	13.4512	12.0327	12.1033	12.9694	11.8017	11.3608	11.584	11.7185	11.4147	12.6096	13.4252	11.8057	12.0566	12.6439	12.3332	12.1261	12.5555	12.7035	11.6618	10.8688	11.6119	11.4409	11.4357
HV312	5.29679	10.3219	9.79116	10.2761	9.66178	7.59991	9.67243	9.11114	10.5018	10.3772	10.6883	9.25974	10.7895	10.5793	10.4512	8.82337	8.43463	10.42	9.48985	7.99435	11.9031	9.44294	10.2167	9.46761	10.5793	10.4818	10.9944	8.02237	10.8533	9.61839	8.82337	10.5216	10.6165	8.36632	11.9181	9.11894	8.54303	11.1674	10.8842	9.66534	11.1674	12.0327	11.8017	10.0901	11.0293	10.42	10.944	11.9873	11.1548	9.99435	10.6795	11.1163	10.9069	9.77808
TERA	11.6073	10.3443	10.388	10.8918	10.7731	10.6707	11.0154	9.02514	10.3987	11.1228	10.6707	10.6439	12.6729	10.7313	12.0119	11.2046	9.91588	10.4094	10.2046	10.8688	10.7056	9.37721	9.68475	9.92926	10.0634	8.68299	10.6257	11.2935	12.3471	10.7313	12.0396	12.0293	11.9293	10.0498	11.1163	10.8765	10.1548	11.3332	12.279	9.54882	10.2408	14.1908	10.0498	9.93811	12.1706	12.5911	12.6684	11.3934	12.8178	10.0498	11.8533	9.66	9.48784	10.2288
FAM3D	5.77675	5.77242	6.98868	5.9433	7.67243	7.15987	7.62205	8.224	9.30834	7.2854	6.87259	8.27146	6.69187	5.84278	7.59246	5.68855	6.93074	7.06609	6.74788	9.76321	8.44708	6.98868	8.63662	5.11716	6.80735	7.33092	9.49386	6.81535	6.9542	8.49586	8.26679	8.13443	7.5157	7.35755	9.20212	9.01402	8.47167	8.04439	7.20945	7.01123	9.14211	8.09421	8.6865	9.29002	7.82018	8.17493	6.60027	7.71425	6.89967	7.19686	8.75822	7.37504	9.18488	5.93581
DAF	6.75599	8.34873	10.2992	9.16239	8.20945	9.26444	10.1421	8.88874	9.38154	10.3332	10.1163	10.5507	10.5216	10.7814	11.0014	10.2288	7.40088	10.6795	8.8009	10.4409	11.2167	8.01123	10.9069	9.85175	10.7649	9.88111	10.4094	9.78953	11.2819	9.18982	9.28309	12.3987	11.1611	8.70044	10.2408	9.18735	8.16491	9.51964	10.7731	10.4094	10.7566	11.7056	10.8533	9.95855	11.0362	10.3663	11.4094	9.90087	11.8297	9.63481	10.8138	10.3443	10.6257	10.2761
NPC2	6.12496	10.3554	8.61471	8.55459	9.64746	10.8297	10.0634	10.9586	10.1674	9.17493	11.0967	10.0768	9.63118	9.67772	11.0566	10.0768	10.2408	9.73302	10.0084	10.2644	10.4818	9.88722	9.94251	10.3663	9.5812	10.5216	10.8994	10.8918	8.90989	10.8455	9.34651	10.8842	11.6573	10.7977	10.7977	10.1293	10.1674	10.3987	9.57743	10.2877	10.1033	11.2288	10.7731	10.9366	10.4305	11.4305	11.0901	10.8218	10.7649	9.86109	11.4357	10.6257	10.6707	10.42
CO3	17.2696	14.3373	15.6354	16.3021	15.7313	17.1655	17.9024	16.4137	16.2931	17.185	15.9567	17.6593	18.4334	15.7987	17.1053	18.6628	17.4415	16.5188	16.3251	16.7471	17.4415	16.7987	16.0575	17.0102	16.4153	15.9177	16.5372	17.734	17.3408	17.2232	17.3752	18.562	18.1407	17.0211	16.3003	16.9992	17.0211	16.4004	17.8113	16.4037	17.4334	18.7987	18.0585	17.1357	16.601	17.5432	17.417	17.7731	18.7634	17.2326	15.3339	17.1556	17.1053	17.0426
CATC	6.68853	7.24793	8.66534	5.74502	7.89482	10.2408	8.18982	10.7313	8.32193	6.72341	8.45533	7.16993	9.25503	8.65105	6.83263	8.02237	8.89482	7.11258	8.85487	7.49985	8.89785	9.15987	7.83289	6.32716	8.17991	7.85175	8.10329	9.44708	8.54689	7.43397	8.81378	9.48784	7.52225	9.60733	10.388	8.30378	6.84549	8.88264	9.61655	7.32193	8.75822	9.84078	9.85175	7.40939	5.89269	8.48784	9.58308	8.3443	9.75822	8.26679	8.85175	9.05257	8.51175	9.07146
ARSA	7.18738	7.05528	7.88874	6.07882	7.84868	6.06033	6.96578	6.15218	7.3837	6.45018	7	7.26679	6.90689	7.34873	7.15987	5.33854	5.96859	4.95932	7.30378	5.93555	7.18982	5.89657	6.73888	6.70885	6.90689	5.20885	6.74204	6.78136	7.49985	6.88264	7.13955	7.10852	9.08481	7.15987	7.16993	7.04119	7.62936	6.85284	6.94689	6.34019	6.98868	7.66534	7.22944	7.20945	7.52356	8.35315	6.47024	6.51829	7.93664	6.76145	6.98868	7.41785	8.14466	6.78136
GLU2B	11.0224	10.5603	11.2935	9.57365	12.0224	10.6257	11.2288	10.9293	11.8727	8.0607	11.5018	10.5314	10.1923	10.6257	9.9542	6.52982	9.83289	9.39017	10.0901	11.3718	10.6073	10.7142	10.388	10.5507	11.42	11.1611	11.9658	11.0634	10.5507	11.6439	12.3853	10.9586	11.2935	10.3663	10.2644	10.0362	11.2046	10.1548	11.9293	10.8533	10.6618	11.1033	11.4094	12.2935	9.98014	11.2703	11.0014	11.2348	10.6795	12.0293	11.0967	11.5603	11.3219	10.5411
FCGBP	10.0084	10.9658	11.1923	10.6257	10.8138	8.99718	12.2467	8.7879	11.1228	11.2107	10.2761	12.7566	10.697	11.1485	11.2288	11.2288	11.7895	10.9658	12.3443	10.6165	8.64386	11.5314	11.7271	11.388	11.0498	11.1799	11.9658	11.1228	11.1674	11.6393	12.1923	14.9153	11.2046	11.9144	11.2408	11.6119	11.6926	11.0224	11.7056	11.5216	11.4969	11.9694	11.6528	11.3718	12.279	11.1674	10.7228	10.5018	12.6257	11.7313	9.56033	10.8138	10.9873	11.3663
AACT	14.1115	13.3853	13.1196	13.1341	12.8198	13.412	14.0951	13.0413	14.3718	14.2061	12.6188	13.7834	15.6354	13.8435	13.3853	15.7961	14.5981	13.2423	14.2732	13.5864	14.9837	14.6039	13.464	14.1984	13.4767	12.9237	14.0532	14.3233	14.3987	13.7834	14.0617	14.6828	14.9613	14.4831	14.2363	14.2061	13.3581	13.2586	15.7366	14.6991	14.2877	14.5447	14.8238	15.1477	13.7936	14.4831	14.2288	14.5204	14.464	14.8823	15.0868	13.8823	13.9385	13.3987
DMBT1	16.3971	17.5356	17.2787	17.4972	16.624	16.9431	17.1357	17.2326	17.734	17.1053	16.977	17.6382	17.5805	16.7073	17.9024	14.7783	17.5582	17.6024	17.714	18.4456	18.5127	17.8113	17.4736	17.5049	17.4893	16.7207	18.4656	17.4656	17.3667	17.8965	17.7207	18.2279	18.2419	17.4415	18.0743	18.4129	17.0847	17.3836	18.2185	17.3667	18.0047	18.4496	18.4815	17.4415	18.5049	17.2967	18.0319	18.4375	17.5878	17.9083	17.5204	18.1002	18.0951	16.8846
CH3L2	11.9366	12.1228	12.1892	11.8057	12.5864	12.9293	12.8842	12.1325	12.4486	12.0967	13.0464	12.6325	11.9366	12.8494	12.5411	12.7566	13.8238	12.2586	12.933	12.6883	13.0735	13.3163	12.6573	13.2761	12.7545	12.1098	12.7586	13.5627	13.3304	13.5864	13.412	13.5387	12.8098	13.1548	14.0701	13.3443	12.863	12.3134	13.1453	13.5387	13.5507	12.9476	13.7419	12.6948	12.1261	12.9513	13.3163	12.7334	12.6027	12.0224	12.9031	12.9311	13.1564	12.6773
CLUS	16.9882	16.2949	15.7808	15.8088	16.0362	16.1012	16.6523	16.0971	16.6523	16.624	16.417	16.4846	17.2326	16.2949	16.9083	16.0743	15.8238	16.4285	16.5462	16.734	16.7207	15.7602	16.1655	15.9748	16.1984	16.4252	16.4815	16.0211	16.5746	16.5111	16.3718	17.3836	16.9658	16.4203	17.1556	16.5462	15.9635	17.2787	16.92	15.8775	16.5034	17.7273	17.5204	16.2769	17.0847	16.8484	16.7471	17.1357	17.7537	16.6382	17.0951	17.1053	16.4544	16.8965
GANAB	11.8337	12.605	12.2935	10.6883	13.5018	13.5265	12.4767	12.973	13.5018	12.0084	13.5627	12.6773	11.9944	12.1163	12.1098	10.7977	11.5603	11.2586	12.2761	12.5018	12.6143	12.3415	11.7814	12.2076	12.3663	13.2732	13.6096	13.2877	13.0293	13.2703	13.1405	12.7956	12.5191	13.1212	13.1115	12.0396	12.6773	11.8494	13.5746	12.7271	12.3608	13.2674	12.5018	13.6325	12.8823	12.5793	13.464	12.4094	12.2527	12.6707	13.1815	13.1082	12.7956	12.1799
DYHC1	11.8218	13.3987	12.1674	13.3443	12.6729	11.8455	11.446	11.8098	13.2318	12.5746	12.9567	11.973	12.5068	12.8416	12.2107	11.1163	11.9293	12.5435	12.446	12.6234	12.3332	12.0224	12.8669	12.5699	12.9996	12.3718	12.7649	11.6707	13.2877	12.1098	12.4435	13.3021	12.464	12.4252	12.8017	12.6707	11.7398	12.7398	12.6751	13.1049	12.9784	13.4252	13.1674	12.4041	13.3021	12.8057	12.9926	13.1453	13.5627	13.2333	13.3163	13.0918	12.9069	12.4067
PIP	17.3581	17.5951	18.0585	17.6311	18.1655	17.4087	17.4576	17.5204	17.9431	17.9826	18.1053	17.9373	18.1155	18.3101	17.8906	16.9316	17.9316	18.0532	18.0372	18.2512	17.92	17.9024	17.9258	17.9024	17.9142	17.6937	18.2604	17.3667	17.8846	17.92	17.6869	18.0319	18.4576	18.1357	18.0847	18.4252	18.0638	18.2696	18.3452	18.2877	18.1257	18.2232	18.3624	18.1307	18.0479	18.265	18.2696	18.5545	18.5165	18.606	18.1994	18.2512	18.3581	18.2967
LG3BP	15.5204	15.0532	15.5834	14.6937	15.2985	15.8703	14.9246	15.5204	15.2175	14.6991	16.034	15.1115	14.997	14.863	15.3615	14.2805	15.2213	15.3163	15.2251	15.5627	16.183	15.4576	15.5142	15.5805	15.3092	14.9522	15.8918	15.1317	14.7471	15.786	15.92	15.5417	15.0276	15.8312	16.2913	15.6068	15.9658	15.0189	16.0189	15.6096	15.7628	15.6579	15.7628	16.435	15.5234	15.5387	15.6068	15.691	15.1155	15.5387	15.7099	15.8238	15.8062	15.718
ANGL1	12.3907	11.7649	12.0868	11.7936	12.6991	11.4666	11.6662	11.4615	12.3526	11.6839	12.1357	11.8956	12.5142	12.3853	12.0049	9.52943	11.8956	10.9658	11.7773	12.1768	11.7185	11.769	11.6484	11.1485	12.7356	12.2046	12.5793	11.2527	11.8803	11.7936	12.2046	12.06	12.464	11.6528	12.3799	12.8553	11.8297	11.9979	12.0934	11.3934	12.2906	12.2556	12.7524	12.2992	12.4041	12.5934	11.7056	12.7773	12.0934	12.6165	11.6348	12.5459	12.4615	12.3608
TCO1	14.4054	15.392	15.7706	14.6039	15.3198	15.968	14.5507	15.3853	15.9926	14.8775	16.4752	15.2213	15.7524	14.7834	15.0951	13.3853	15.0189	14.9106	15.2061	15.4153	15.6991	15.2622	15.4544	16.1277	15.6154	15.2326	16.2493	15.1556	15.3233	15.8918	15.624	15.0575	14.9567	15.3198	15.3339	15.7207	14.906	15.4415	15.6125	15.1752	16.2769	16.1053	15.9246	15.7313	15.6883	15.8386	15.768	16.0617	15.7366	15.2137	16.0868	15.6039	15.913	15.6718
NUCB1	13.1548	11.9144	12.2438	12.8118	13.0258	12.905	12.6073	12.7936	12.8416	12.1421	12.6595	12.4717	12.4691	12.4818	12.5746	10.2877	11.8017	12.2107	12.7956	12.9031	12.8416	12.043	12.5435	12.3106	12.9676	12.9586	13.0172	12.3304	12.4868	12.5651	12.8337	12.2228	12.4767	12.5603	12.6618	12.5864	13.3581	12.6325	13.203	12.3387	12.7099	13.0049	13.2718	12.7185	12.9403	13.0918	12.5387	13.0379	13.0634	13.0901	12.5241	13.2556	13.1737	12.7356
KT33B	10.2992	11.3772	11.7356	12.3078	11.1861	10.6165	10.9801	11.2467	11.3987	11.865	11.584	11.1357	11.0498	11.5167	11.9366	11.3498	11.6119	11.7185	11.8218	12.0735	11.1293	11.2107	11.9256	11.2348	11.388	11.2644	11.8765	11.2935	11.3163	11.5265	12.3359	11.4252	12.3608	11.6165	11.6795	11.6883	11.2819	12.2137	11.043	11.1228	11.4305	11.973	11.7855	11.3608	11.8337	12.5603	11.944	12.6817	11.4818	11.744	11.8138	11.6662	11.6839	11.42
LRCH2	12.1892	11.9031	11.744	12.3219	11.7649	11.2228	11.4252	10.7649	12.1799	11.6073	11.6751	11.3049	12.06	11.4615	11.9069	10.4409	11.1357	11.2761	11.4305	11.6618	11.9766	11.2761	11.6618	11.697	11.6484	11.4512	11.9801	11.2046	12.2703	11.8842	12.3049	11.6393	12.6751	11.4512	12.1548	11.3772	11.0566	12.2497	11.584	11.6257	12.1485	12.5435	11.8017	11.3219	11.9218	12.3359	11.6165	12.0258	12.1066	11.7649	11.6303	11.7482	11.9069	12.2438
LYSC	18.3277	18.9686	19.3688	19.4211	19.2232	18.5988	18.5915	18.9373	19.2279	19.4129	19.1104	19.2018	19.0976	19.4991	19.4129	17.9882	19.2922	19.2922	19.4129	19.6505	19.2696	19.2161	19.6006	19.0691	19.3343	18.9402	19.8269	19.0769	19.1407	19.3538	19.7569	19.0847	19.8469	19.2832	19.1777	19.7373	19.1181	19.7022	19.3343	19.1898	19.3667	19.4556	19.6488	19.3602	19.4893	19.6886	19.3667	19.7553	19.5451	19.7731	19.2113	19.4576	19.29	19.4874
APOB	11.2703	12.1196	11.7649	11.7271	13.6662	13.1752	14.7207	10.8138	12.3581	12.7566	12.9819	13.8727	14.4956	13.7628	12.9513	15.5234	12.9274	12.9694	12.9961	13.0014	12.7916	11.9944	11.9766	13.0396	13.4893	13.5864	13.1517	12.1485	12.9218	13.6211	12.3799	11.6393	12.3826	13.2	11.7524	13.5746	13.1373	12.4589	13.8727	12.3415	12.4067	11.5216	13.1357	12.158	11.6926	11.944	12.0189	11.1033	10.9944	12.8937	12.2992	13.2688	12.7377	11.5699
